huid,Block2020,blockid,bgid,tractid,FIPScounty,numprec,ownershp,race,hispan,family,vacancy,gqtype,incomegroup,hhinc,randincome,poverty,BLOCKID20_str,huicounter1,huicounter2,huicounter3,ownershp1,ownershp2,ownershp3,strctid,strctid_flagsetrm,strctid_Block2020_flagsetrm,addrptid,fd_id_bid,huestimate,huicounter_addpt,placeNAME20,x,y,occtype,geometry,index_right,Site_ID,Site_Name,benz_ppb_p100_ppb,Household Income Group,Race Ethnicity
B482450059001027H004,482450059001027,482450059001027,482450059001,48245005900,48245.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,11650.0,1.0,B482450059001027,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482913872-76X8V3F2+6Q6-4-4-4-3,1.0,1.0,ST00nsi-482913872-76X8V3F2+6Q6-4-4-4-3AP000000,nsi-482913872-76X8V3F2+6Q6-4-4-4-3,1.0,1.0,Port Arthur,-93.948094,29.873038,RES3A,POINT (-93.948094 29.873038),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,"1 Less than $15,000","2 Black alone, Not Hispanic"
B482450059001027H011,482450059001027,482450059001027,482450059001,48245005900,48245.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,10.0,3.0,57200.0,0.0,B482450059001027,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482913873-76X8V3F2+5XX-4-3-4-4,1.0,1.0,ST00nsi-482913873-76X8V3F2+5XX-4-3-4-4AP000000,nsi-482913873-76X8V3F2+5XX-4-3-4-4,1.0,1.0,Port Arthur,-93.94753,29.872987,RES3A,POINT (-93.94753 29.872987),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,"3 $25,000 to $74,999","2 Black alone, Not Hispanic"
B482450059001027H079,482450059001027,482450059001027,482450059001,48245005900,48245.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,8311.0,1.0,B482450059001027,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482913874-76X8V3F3+56C-4-4-4-4,1.0,1.0,ST00nsi-482913874-76X8V3F3+56C-4-4-4-4AP000000,nsi-482913874-76X8V3F3+56C-4-4-4-4,1.0,1.0,Port Arthur,-93.946992,29.872943,RES3A,POINT (-93.946992 29.872943),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,"1 Less than $15,000","2 Black alone, Not Hispanic"
B482450059001027H020,482450059001027,482450059001027,482450059001,48245005900,48245.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1366.0,1.0,B482450059001027,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482913875-76X8V3F3+439-5-3-4-3,1.0,1.0,ST00nsi-482913875-76X8V3F3+439-5-3-4-3AP000000,nsi-482913875-76X8V3F3+439-5-3-4-3,1.0,1.0,Port Arthur,-93.947258,29.872799,RES3A,POINT (-93.947258 29.872799),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,"1 Less than $15,000","2 Black alone, Not Hispanic"
B482450059001027H006,482450059001027,482450059001027,482450059001,48245005900,48245.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,10.0,3.0,52339.0,0.0,B482450059001027,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482913876-76X8V3F2+4W2-5-3-4-3,1.0,1.0,ST00nsi-482913876-76X8V3F2+4W2-5-3-4-3AP000000,nsi-482913876-76X8V3F2+4W2-5-3-4-3,1.0,1.0,Port Arthur,-93.947735,29.872769,RES3A,POINT (-93.947735 29.872769),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,"3 $25,000 to $74,999","2 Black alone, Not Hispanic"
B482450059001027H031,482450059001027,482450059001027,482450059001,48245005900,48245.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,3.0,34752.0,0.0,B482450059001027,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482913877-76X8V3F3+486-3-4-4-4,1.0,1.0,ST00nsi-482913877-76X8V3F3+486-3-4-4-4AP000000,nsi-482913877-76X8V3F3+486-3-4-4-4,1.0,1.0,Port Arthur,-93.946724,29.872777,RES3A,POINT (-93.946724 29.872777),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,"3 $25,000 to $74,999","2 Black alone, Not Hispanic"
B482450059001027H012,482450059001027,482450059001027,482450059001,48245005900,48245.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,4232.0,1.0,B482450059001027,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482913878-76X8V3F3+35Q-4-4-4-4,1.0,1.0,ST00nsi-482913878-76X8V3F3+35Q-4-4-4-4AP000000,nsi-482913878-76X8V3F3+35Q-4-4-4-4,1.0,1.0,Port Arthur,-93.947025,29.872709,RES3A,POINT (-93.947025 29.872709),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,"1 Less than $15,000","2 Black alone, Not Hispanic"
B482450059001027H010,482450059001027,482450059001027,482450059001,48245005900,48245.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,9.0,3.0,47832.0,0.0,B482450059001027,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482913879-76X8V3F3+22M-4-3-4-4,1.0,1.0,ST00nsi-482913879-76X8V3F3+22M-4-3-4-4AP000000,nsi-482913879-76X8V3F3+22M-4-3-4-4,1.0,1.0,Port Arthur,-93.947468,29.872577,RES3A,POINT (-93.947468 29.872577),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,"3 $25,000 to $74,999","2 Black alone, Not Hispanic"
B482450059001027H005,482450059001027,482450059001027,482450059001,48245005900,48245.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,7593.0,1.0,B482450059001027,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482913880-76X8V3F3+2CJ-4-4-4-4,1.0,1.0,ST00nsi-482913880-76X8V3F3+2CJ-4-4-4-4AP000000,nsi-482913880-76X8V3F3+2CJ-4-4-4-4,1.0,1.0,Port Arthur,-93.946482,29.872582,RES3A,POINT (-93.946482 29.872582),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,"1 Less than $15,000","2 Black alone, Not Hispanic"
B482450059001027H090,482450059001027,482450059001027,482450059001,48245005900,48245.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4186.0,1.0,B482450059001027,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482913881-76X8V3F3+256-4-4-5-4,1.0,1.0,ST00nsi-482913881-76X8V3F3+256-4-4-5-4AP000000,nsi-482913881-76X8V3F3+256-4-4-5-4,1.0,1.0,Port Arthur,-93.947119,29.872525,RES3A,POINT (-93.947119 29.872525),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,"1 Less than $15,000","2 Black alone, Not Hispanic"
B482450059001027H047,482450059001027,482450059001027,482450059001,48245005900,48245.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,3.0,34826.0,0.0,B482450059001027,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482913882-76X8V3F3+279-3-4-4-3,1.0,1.0,ST00nsi-482913882-76X8V3F3+279-3-4-4-3AP000000,nsi-482913882-76X8V3F3+279-3-4-4-3,1.0,1.0,Port Arthur,-93.94676,29.87253,RES3A,POINT (-93.94676 29.87253),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,"3 $25,000 to $74,999","2 Black alone, Not Hispanic"
B482450059001027H086,482450059001027,482450059001027,482450059001,48245005900,48245.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,24767.0,0.0,B482450059001027,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482913883-76X8V3C3+X63-5-3-4-3,1.0,1.0,ST00nsi-482913883-76X8V3C3+X63-5-3-4-3AP000000,nsi-482913883-76X8V3C3+X63-5-3-4-3,1.0,1.0,Port Arthur,-93.946954,29.872397,RES3A,POINT (-93.946954 29.872397),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,"2 $15,000 to $24,999","2 Black alone, Not Hispanic"
B482450059001027H119,482450059001027,482450059001027,482450059001,48245005900,48245.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,12730.0,1.0,B482450059001027,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482913884-76X8V3C3+X33-4-4-4-3,1.0,1.0,ST00nsi-482913884-76X8V3C3+X33-4-4-4-3AP000000,nsi-482913884-76X8V3C3+X33-4-4-4-3,1.0,1.0,Port Arthur,-93.947314,29.872389,RES3A,POINT (-93.947314 29.872389),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,"1 Less than $15,000","4 Asian alone, Not Hispanic"
B482450059001027H003,482450059001027,482450059001027,482450059001,48245005900,48245.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,10793.0,1.0,B482450059001027,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482913885-76X8V3C3+W8X-4-4-4-3,1.0,1.0,ST00nsi-482913885-76X8V3C3+W8X-4-4-4-3AP000000,nsi-482913885-76X8V3C3+W8X-4-4-4-3,1.0,1.0,Port Arthur,-93.946629,29.872362,RES3A,POINT (-93.946629 29.872362),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,"1 Less than $15,000","1 White alone, Not Hispanic"
B482450059001027H001,482450059001027,482450059001027,482450059001,48245005900,48245.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,11680.0,1.0,B482450059001027,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482913886-76X8V3C3+V5M-3-4-3-3,1.0,1.0,ST00nsi-482913886-76X8V3C3+V5M-3-4-3-3AP000000,nsi-482913886-76X8V3C3+V5M-3-4-3-3,1.0,1.0,Port Arthur,-93.947067,29.872215,RES3A,POINT (-93.947067 29.872215),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,"1 Less than $15,000","1 White alone, Not Hispanic"
B482450059001027H052,482450059001027,482450059001027,482450059001,48245005900,48245.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3517.0,1.0,B482450059001027,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482913887-76X8V3C3+V73-4-4-4-4,1.0,1.0,ST00nsi-482913887-76X8V3C3+V73-4-4-4-4AP000000,nsi-482913887-76X8V3C3+V73-4-4-4-4,1.0,1.0,Port Arthur,-93.946831,29.872136,RES3A,POINT (-93.946831 29.872136),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,"1 Less than $15,000","2 Black alone, Not Hispanic"
B482450051002044H007,482450051002044,482450051002044,482450051002,48245005100,48245.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,5455.0,1.0,B482450051002044,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482913892-76X8V382+3R3-4-4-4-3,1.0,1.0,ST00nsi-482913892-76X8V382+3R3-4-4-4-3AP000000,nsi-482913892-76X8V382+3R3-4-4-4-3,1.0,1.0,Port Arthur,-93.947945,29.865134,RES1-1SNB,POINT (-93.947945 29.865134),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,"1 Less than $15,000","2 Black alone, Not Hispanic"
B482450051002044H001,482450051002044,482450051002044,482450051002,48245005100,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,17494.0,0.0,B482450051002044,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482913893-76X8V382+6W2-2-3-3-2,1.0,1.0,ST00nsi-482913893-76X8V382+6W2-2-3-3-2AP000000,nsi-482913893-76X8V382+6W2-2-3-3-2,1.0,1.0,Port Arthur,-93.947728,29.865505,RES1-1SNB,POINT (-93.947728 29.865505),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,"2 $15,000 to $24,999","2 Black alone, Not Hispanic"
B482450051002044H002,482450051002044,482450051002044,482450051002,48245005100,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,29181.0,0.0,B482450051002044,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482913894-76X8V383+45G-4-3-5-4,1.0,1.0,ST00nsi-482913894-76X8V383+45G-4-3-5-4AP000000,nsi-482913894-76X8V383+45G-4-3-5-4,1.0,1.0,Port Arthur,-93.947054,29.865301,RES1-1SNB,POINT (-93.947054 29.865301),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,"3 $25,000 to $74,999","2 Black alone, Not Hispanic"
B482450051002044H005,482450051002044,482450051002044,482450051002,48245005100,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3968.0,1.0,B482450051002044,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482913895-76X8V382+4R8-3-2-2-2,1.0,1.0,ST00nsi-482913895-76X8V382+4R8-3-2-2-2AP000000,nsi-482913895-76X8V382+4R8-3-2-2-2,1.0,1.0,Port Arthur,-93.947921,29.865295,RES1-1SNB,POINT (-93.947921 29.865295),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,"1 Less than $15,000","2 Black alone, Not Hispanic"
B482450051002044H003,482450051002044,482450051002044,482450051002,48245005100,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,3.0,33244.0,0.0,B482450051002044,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482913896-76X8V372+XX6-3-3-3-2,1.0,1.0,ST00nsi-482913896-76X8V372+XX6-3-3-3-2AP000000,nsi-482913896-76X8V372+XX6-3-3-3-2,1.0,1.0,Port Arthur,-93.947602,29.864903,RES1-1SNB,POINT (-93.947602 29.864903),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,"3 $25,000 to $74,999","2 Black alone, Not Hispanic"
B482450051002044H004,482450051002044,482450051002044,482450051002,48245005100,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1494.0,1.0,B482450051002044,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482913897-76X8V383+45R-3-2-3-2,1.0,1.0,ST00nsi-482913897-76X8V383+45R-3-2-3-2AP000000,nsi-482913897-76X8V383+45R-3-2-3-2,1.0,1.0,Port Arthur,-93.947111,29.865364,RES1-1SNB,POINT (-93.947111 29.865364),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,"1 Less than $15,000","2 Black alone, Not Hispanic"
B482450051002044H006,482450051002044,482450051002044,482450051002,48245005100,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3259.0,1.0,B482450051002044,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482913898-76X8V382+3V2-4-3-4-3,1.0,1.0,ST00nsi-482913898-76X8V382+3V2-4-3-4-3AP000000,nsi-482913898-76X8V382+3V2-4-3-4-3,1.0,1.0,Port Arthur,-93.947856,29.865148,RES1-1SNB,POINT (-93.947856 29.865148),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,"1 Less than $15,000","2 Black alone, Not Hispanic"
B482450059001010H004,482450059001010,482450059001010,482450059001,48245005900,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450059001010,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482913923-76X8V2GX+G2H-4-3-4-4,2.0,2.0,ST00nsi-482913923-76X8V2GX+G2H-4-3-4-4AP000000,nsi-482913923-76X8V2GX+G2H-4-3-4-4,1.0,1.0,Port Arthur,-93.9524,29.876309,RES1-1SNB,POINT (-93.9524 29.876309),0.0,1.0,West Port Arthur - Foley Watershed,0.43609098,,
B482450059001010H003,482450059001010,482450059001010,482450059001,48245005900,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450059001010,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482913924-76X8V2GX+J39-2-2-2-1,2.0,2.0,ST00nsi-482913924-76X8V2GX+J39-2-2-2-1AP000000,nsi-482913924-76X8V2GX+J39-2-2-2-1,1.0,1.0,Port Arthur,-93.952255,29.876538,RES1-1SNB,POINT (-93.952255 29.876538),0.0,1.0,West Port Arthur - Foley Watershed,0.43609098,,
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482913925-76X8V2GX+G79-5-5-4-5,,,,,,REL1,POINT (-93.951764 29.876298),0.0,1.0,West Port Arthur - Foley Watershed,0.43609098,,
B482450059001010H001,482450059001010,482450059001010,482450059001,48245005900,48245.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,10.0,3.0,59267.0,0.0,B482450059001010,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482913926-76X8V2GX+F2M-3-3-4-4,1.0,1.0,ST00nsi-482913926-76X8V2GX+F2M-3-3-4-4AP000000,nsi-482913926-76X8V2GX+F2M-3-3-4-4,1.0,1.0,Port Arthur,-93.952461,29.876201,RES1-1SNB,POINT (-93.952461 29.876201),0.0,1.0,West Port Arthur - Foley Watershed,0.43609098,"3 $25,000 to $74,999","2 Black alone, Not Hispanic"
B482450059001010H006,482450059001010,482450059001010,482450059001,48245005900,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450059001010,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482913927-76X8V2GW+CXP-4-4-5-4,2.0,2.0,ST00nsi-482913927-76X8V2GW+CXP-4-4-5-4AP000000,nsi-482913927-76X8V2GW+CXP-4-4-5-4,1.0,1.0,Port Arthur,-93.952555,29.876078,RES1-1SNB,POINT (-93.952555 29.876078),0.0,1.0,West Port Arthur - Foley Watershed,0.43609098,,
B482450059001010H005,482450059001010,482450059001010,482450059001,48245005900,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450059001010,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482913928-76X8V2GX+C7J-3-4-3-4,2.0,2.0,ST00nsi-482913928-76X8V2GX+C7J-3-4-3-4AP000000,nsi-482913928-76X8V2GX+C7J-3-4-3-4,1.0,1.0,Port Arthur,-93.951852,29.876087,RES1-1SNB,POINT (-93.951852 29.876087),0.0,1.0,West Port Arthur - Foley Watershed,0.43609098,,
B482450059001010H002,482450059001010,482450059001010,482450059001,48245005900,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450059001010,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482913929-76X8V2GX+75V-3-3-2-2,2.0,2.0,ST00nsi-482913929-76X8V2GX+75V-3-3-2-2AP000000,nsi-482913929-76X8V2GX+75V-3-3-2-2,1.0,1.0,Port Arthur,-93.952067,29.875746,RES1-1SNB,POINT (-93.952067 29.875746),0.0,1.0,West Port Arthur - Foley Watershed,0.43609098,,
B482450051002059H002,482450051002059,482450051002059,482450051002,48245005100,48245.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,9.0,3.0,47350.0,0.0,B482450051002059,1.0,2.0,3.0,2.0,2.0,2.0,ST0nsi-482913961-76X8V26W+79F-3-2--2-2,1.0,1.0,ST0nsi-482913961-76X8V26W+79F-3-2--2-2AP000000,nsi-482913961-76X8V26W+79F-3-2--2-2,1.0,1.0,Port Arthur,-93.954077,29.860693,RES1-1SNB,POINT (-93.954077 29.860693),0.0,1.0,West Port Arthur - Foley Watershed,0.4990833,"3 $25,000 to $74,999","2 Black alone, Not Hispanic"
B482450051002059H001,482450051002059,482450051002059,482450051002,48245005100,48245.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3862.0,1.0,B482450051002059,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482913962-76X8V26W+J79-3-3-4-3,1.0,1.0,ST00nsi-482913962-76X8V26W+J79-3-3-4-3AP000000,nsi-482913962-76X8V26W+J79-3-3-4-3,1.0,1.0,Port Arthur,-93.954267,29.861534,RES1-1SNB,POINT (-93.954267 29.861534),0.0,1.0,West Port Arthur - Foley Watershed,0.4990833,"1 Less than $15,000","2 Black alone, Not Hispanic"
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482913963-76X8V26W+C44-3-3-3-2,,,,,,RES1-1SNB,POINT (-93.954657 29.861007),0.0,1.0,West Port Arthur - Foley Watershed,0.4990833,,
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482953153-76X8V383+8WJ-5-5-6-5,,,,,,COM3,POINT (-93.945234 29.865825),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,,
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482953224-76X8V393+C39-2-2-3-2,,,,,,RES1-1SWB,POINT (-93.947268 29.868527),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,,
B482450051002007H001,482450051002007,482450051002007,482450051002,48245005100,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450051002007,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482953226-76X8V393+M62-4-4-5-5,2.0,2.0,ST00nsi-482953226-76X8V393+M62-4-4-5-5AP000000,nsi-482953226-76X8V393+M62-4-4-5-5,1.0,1.0,Port Arthur,-93.946999,29.869125,RES1-1SNB,POINT (-93.946999 29.869125),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,,
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482953228-76X8V392+GXF-4-3-3-3,,,,,,COM4,POINT (-93.947581 29.868822),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,,
B482450051002007H002,482450051002007,482450051002007,482450051002,48245005100,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450051002007,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482953231-76X8V393+G99-4-3-4-3,2.0,2.0,ST00nsi-482953231-76X8V393+G99-4-3-4-3AP000000,nsi-482953231-76X8V393+G99-4-3-4-3,0.0,1.0,Port Arthur,-93.946508,29.868792,COM8,POINT (-93.946508 29.868792),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,,
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482953305-76X8V362+29H-2-2-3-2,,,,,,RES1-1SNB,POINT (-93.949018 29.860054),0.0,1.0,West Port Arthur - Foley Watershed,0.33738545,,
B482450051001041H007,482450051001041,482450051001041,482450051001,48245005100,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450051001041,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482953307-76X8V362+GHV-3-3-4-3,2.0,2.0,ST00nsi-482953307-76X8V362+GHV-3-3-4-3AP000000,nsi-482953307-76X8V362+GHV-3-3-4-3,0.0,1.0,Port Arthur,-93.948581,29.861356,COM1,POINT (-93.948581 29.861356),0.0,1.0,West Port Arthur - Foley Watershed,0.33738545,,
B482450051001041H006,482450051001041,482450051001041,482450051001,48245005100,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450051001041,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482953309-76X8V362+CP8-3-3-4-4,2.0,2.0,ST00nsi-482953309-76X8V362+CP8-3-3-4-4AP000000,nsi-482953309-76X8V362+CP8-3-3-4-4,1.0,1.0,Port Arthur,-93.948181,29.861031,RES1-1SNB,POINT (-93.948181 29.861031),0.0,1.0,West Port Arthur - Foley Watershed,0.33738545,,
B482450051001041H012,482450051001041,482450051001041,482450051001,48245005100,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450051001041,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482953311-76X8V362+9FM-4-3-5-4,2.0,2.0,ST00nsi-482953311-76X8V362+9FM-4-3-5-4AP000000,nsi-482953311-76X8V362+9FM-4-3-5-4,0.0,1.0,Port Arthur,-93.948839,29.860964,REL1,POINT (-93.948839 29.860964),0.0,1.0,West Port Arthur - Foley Watershed,0.33738545,,
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482953313-76X8V362+9P6-3-3-3-3,,,,,,RES1-1SNB,POINT (-93.948231 29.860916),0.0,1.0,West Port Arthur - Foley Watershed,0.33738545,,
B482450051001041H011,482450051001041,482450051001041,482450051001,48245005100,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450051001041,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482953315-76X8V362+8MP-2-2-3-2,2.0,2.0,ST00nsi-482953315-76X8V362+8MP-2-2-3-2AP000000,nsi-482953315-76X8V362+8MP-2-2-3-2,1.0,1.0,Port Arthur,-93.948295,29.860828,RES1-1SNB,POINT (-93.948295 29.860828),0.0,1.0,West Port Arthur - Foley Watershed,0.33738545,,
B482450051001041H013,482450051001041,482450051001041,482450051001,48245005100,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450051001041,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482953317-76X8V362+7JX-2-2-3-3,2.0,2.0,ST00nsi-482953317-76X8V362+7JX-2-2-3-3AP000000,nsi-482953317-76X8V362+7JX-2-2-3-3,1.0,1.0,Port Arthur,-93.948395,29.860736,RES1-1SWB,POINT (-93.948395 29.860736),0.0,1.0,West Port Arthur - Foley Watershed,0.33738545,,
B482450051001041H004,482450051001041,482450051001041,482450051001,48245005100,48245.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,11.0,3.0,68210.0,0.0,B482450051001041,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482953319-76X8V362+6HG-3-3-3-2,1.0,1.0,ST00nsi-482953319-76X8V362+6HG-3-3-3-2AP000000,nsi-482953319-76X8V362+6HG-3-3-3-2,1.0,1.0,Port Arthur,-93.948542,29.860567,RES1-1SNB,POINT (-93.948542 29.860567),0.0,1.0,West Port Arthur - Foley Watershed,0.33738545,"3 $25,000 to $74,999","2 Black alone, Not Hispanic"
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482953321-76X8V362+5HJ-2-2-2-2,,,,,,RES1-1SNB,POINT (-93.948612 29.860459),0.0,1.0,West Port Arthur - Foley Watershed,0.33738545,,
B482450051001041H005,482450051001041,482450051001041,482450051001,48245005100,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450051001041,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482953324-76X8V362+57F-3-5-3-4,2.0,2.0,ST00nsi-482953324-76X8V362+57F-3-5-3-4AP000000,nsi-482953324-76X8V362+57F-3-5-3-4,1.0,1.0,Port Arthur,-93.94932,29.86043,RES1-1SNB,POINT (-93.94932 29.86043),0.0,1.0,West Port Arthur - Foley Watershed,0.33738545,,
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482953326-76X8V362+5G3-2-2-3-2,,,,,,RES1-1SNB,POINT (-93.948704 29.860387),0.0,1.0,West Port Arthur - Foley Watershed,0.33738545,,
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482953328-76X8V362+46W-2-3-3-3,,,,,,RES1-1SNB,POINT (-93.94943 29.860353),0.0,1.0,West Port Arthur - Foley Watershed,0.33738545,,
B482450051001041H010,482450051001041,482450051001041,482450051001,48245005100,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450051001041,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482953330-76X8V362+463-3-5-4-5,2.0,2.0,ST00nsi-482953330-76X8V362+463-3-5-4-5AP000000,nsi-482953330-76X8V362+463-3-5-4-5,2.0,1.0,Port Arthur,-93.949467,29.860253,RES3A,POINT (-93.949467 29.860253),0.0,1.0,West Port Arthur - Foley Watershed,0.33738545,,
