huid,Block2020,blockid,bgid,tractid,FIPScounty,numprec,ownershp,race,hispan,family,vacancy,gqtype,incomegroup,hhinc,randincome,poverty,BLOCKID20_str,huicounter1,huicounter2,huicounter3,ownershp1,ownershp2,ownershp3,strctid,strctid_flagsetrm,strctid_Block2020_flagsetrm,addrptid,fd_id_bid,huestimate,huicounter_addpt,placeNAME20,x,y,occtype,geometry,index_right,Site_ID,Site_Name,benz_ppb_p100_ppb,Race Ethnicity
B482450020001013H003,482450020001013,482450020001013,482450020001,48245002000,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,14804.0,1.0,B482450020001013,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932592-86273V5X+PJ3-3-2-3-1,1.0,1.0,ST00nsi-482932592-86273V5X+PJ3-3-2-3-1AP000000,nsi-482932592-86273V5X+PJ3-3-2-3-1,1.0,1.0,Beaumont,-94.100938,30.059267,RES1-1SWB,POINT (-94.100938 30.059267),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2814579,"2 Black alone, Not Hispanic"
B482450020001013H002,482450020001013,482450020001013,482450020001,48245002000,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,17975.0,0.0,B482450020001013,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932594-86273V5X+WCM-2-1-1-2,1.0,1.0,ST00nsi-482932594-86273V5X+WCM-2-1-1-2AP000000,nsi-482932594-86273V5X+WCM-2-1-1-2,1.0,1.0,Beaumont,-94.101461,30.059846,RES1-1SNB,POINT (-94.101461 30.059846),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2814579,"2 Black alone, Not Hispanic"
B482450020001013H005,482450020001013,482450020001013,482450020001,48245002000,48245.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,7.0,3.0,35333.0,0.0,B482450020001013,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932596-86273V5X+WJC-3-2-2-2,1.0,1.0,ST00nsi-482932596-86273V5X+WJC-3-2-2-2AP000000,nsi-482932596-86273V5X+WJC-3-2-2-2,1.0,1.0,Beaumont,-94.100983,30.05982,RES1-1SNB,POINT (-94.100983 30.05982),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2814579,"2 Black alone, Not Hispanic"
B482450020001013H006,482450020001013,482450020001013,482450020001,48245002000,48245.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,13.0,5.0,113073.0,0.0,B482450020001013,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932598-86273V5X+WFH-2-2-3-2,1.0,1.0,ST00nsi-482932598-86273V5X+WFH-2-2-3-2AP000000,nsi-482932598-86273V5X+WFH-2-2-3-2,1.0,1.0,Beaumont,-94.101267,30.059806,RES1-1SNB,POINT (-94.101267 30.059806),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2814579,"2 Black alone, Not Hispanic"
B482450020001013H001,482450020001013,482450020001013,482450020001,48245002000,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,13508.0,1.0,B482450020001013,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932600-86273V5X+P86-5-2-5-1,1.0,1.0,ST00nsi-482932600-86273V5X+P86-5-2-5-1AP000000,nsi-482932600-86273V5X+P86-5-2-5-1,1.0,1.0,Beaumont,-94.101721,30.05929,RES1-1SNB,POINT (-94.101721 30.05929),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2814579,"2 Black alone, Not Hispanic"
B482450020001013H004,482450020001013,482450020001013,482450020001,48245002000,48245.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,13.0,5.0,112740.0,0.0,B482450020001013,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932602-86273V5X+PF4-2-2-3-1,1.0,1.0,ST00nsi-482932602-86273V5X+PF4-2-2-3-1AP000000,nsi-482932602-86273V5X+PF4-2-2-3-1,1.0,1.0,Beaumont,-94.101284,30.059255,RES1-1SNB,POINT (-94.101284 30.059255),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2814579,"2 Black alone, Not Hispanic"
B482450023002035H010,482450023002035,482450023002035,482450023002,48245002300,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450023002035,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482932604-86272VXX+FCM-2-2-3-3,2.0,2.0,ST00nsi-482932604-86272VXX+FCM-2-2-3-3AP000000,nsi-482932604-86272VXX+FCM-2-2-3-3,1.0,1.0,Beaumont,-94.101458,30.048706,RES1-1SNB,POINT (-94.101458 30.048706),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,
B482450023002035H011,482450023002035,482450023002035,482450023002,48245002300,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450023002035,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482932606-86272VXX+899-2-5-3-4,2.0,2.0,ST00nsi-482932606-86272VXX+899-2-5-3-4AP000000,nsi-482932606-86272VXX+899-2-5-3-4,1.0,1.0,Beaumont,-94.101503,30.048284,RES1-1SNB,POINT (-94.101503 30.048284),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,
B482450023002035H005,482450023002035,482450023002035,482450023002,48245002300,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450023002035,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482932608-86272VXX+869-2-2-3-3,2.0,2.0,ST00nsi-482932608-86272VXX+869-2-2-3-3AP000000,nsi-482932608-86272VXX+869-2-2-3-3,1.0,1.0,Beaumont,-94.101893,30.048276,RES1-1SNB,POINT (-94.101893 30.048276),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,
B482450023002035H003,482450023002035,482450023002035,482450023002,48245002300,48245.0,0.0,,,,,5.0,0.0,0.0,0.0,,,B482450023002035,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482932610-86272VXX+765-2-3-2-3,2.0,2.0,ST00nsi-482932610-86272VXX+765-2-3-2-3AP000000,nsi-482932610-86272VXX+765-2-3-2-3,1.0,1.0,Beaumont,-94.101889,30.048137,RES1-1SNB,POINT (-94.101889 30.048137),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,
B482450023002035H001,482450023002035,482450023002035,482450023002,48245002300,48245.0,0.0,,,,,5.0,0.0,0.0,0.0,,,B482450023002035,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482932612-86272VXX+7C3-2-3-2-2,2.0,2.0,ST00nsi-482932612-86272VXX+7C3-2-3-2-2AP000000,nsi-482932612-86272VXX+7C3-2-3-2-2,1.0,1.0,Beaumont,-94.101438,30.048139,RES1-1SNB,POINT (-94.101438 30.048139),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,
B482450023002035H006,482450023002035,482450023002035,482450023002,48245002300,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450023002035,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482932614-86272VXX+569-4-2-4-2,2.0,2.0,ST00nsi-482932614-86272VXX+569-4-2-4-2AP000000,nsi-482932614-86272VXX+569-4-2-4-2,1.0,1.0,Beaumont,-94.101877,30.047903,RES1-1SNB,POINT (-94.101877 30.047903),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,
B482450023002035H009,482450023002035,482450023002035,482450023002,48245002300,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450023002035,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482932616-86272VXX+4CW-2-3-2-2,2.0,2.0,ST00nsi-482932616-86272VXX+4CW-2-3-2-2AP000000,nsi-482932616-86272VXX+4CW-2-3-2-2,1.0,1.0,Beaumont,-94.101414,30.047859,RES1-1SNB,POINT (-94.101414 30.047859),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,
B482450023002035H008,482450023002035,482450023002035,482450023002,48245002300,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450023002035,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482932618-86272VXX+37F-3-2-3-3,2.0,2.0,ST00nsi-482932618-86272VXX+37F-3-2-3-3AP000000,nsi-482932618-86272VXX+37F-3-2-3-3,1.0,1.0,Beaumont,-94.101843,30.047692,RES1-1SNB,POINT (-94.101843 30.047692),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,
B482450023002035H007,482450023002035,482450023002035,482450023002,48245002300,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450023002035,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482932620-86272VXX+3FR-1-1-2-2,2.0,2.0,ST00nsi-482932620-86272VXX+3FR-1-1-2-2AP000000,nsi-482932620-86272VXX+3FR-1-1-2-2,1.0,1.0,Beaumont,-94.101371,30.047726,RES1-1SNB,POINT (-94.101371 30.047726),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,
B482450023002035H002,482450023002035,482450023002035,482450023002,48245002300,48245.0,0.0,,,,,5.0,0.0,0.0,0.0,,,B482450023002035,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482932622-86272VXX+C6G-2-2-2-2,2.0,2.0,ST00nsi-482932622-86272VXX+C6G-2-2-2-2AP000000,nsi-482932622-86272VXX+C6G-2-2-2-2,1.0,1.0,Beaumont,-94.101916,30.048562,RES1-1SNB,POINT (-94.101916 30.048562),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,
B482450023002035H012,482450023002035,482450023002035,482450023002,48245002300,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450023002035,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482932625-86272VXX+9CG-2-2-2-1,2.0,2.0,ST00nsi-482932625-86272VXX+9CG-2-2-2-1AP000000,nsi-482932625-86272VXX+9CG-2-2-2-1,1.0,1.0,Beaumont,-94.101412,30.048438,RES1-1SNB,POINT (-94.101412 30.048438),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,
B482450023002035H004,482450023002035,482450023002035,482450023002,48245002300,48245.0,0.0,,,,,5.0,0.0,0.0,0.0,,,B482450023002035,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482932627-86272VXX+969-2-3-3-2,2.0,2.0,ST00nsi-482932627-86272VXX+969-2-3-3-2AP000000,nsi-482932627-86272VXX+969-2-3-3-2,1.0,1.0,Beaumont,-94.101888,30.048406,RES1-1SNB,POINT (-94.101888 30.048406),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,
B482450024004004H006,482450024004004,482450024004004,482450024004,48245002400,48245.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,9.0,3.0,47339.0,0.0,B482450024004004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932629-86273V4X+2C9-3-2-3-2,1.0,1.0,ST00nsi-482932629-86273V4X+2C9-3-2-3-2AP000000,nsi-482932629-86273V4X+2C9-3-2-3-2,1.0,1.0,Beaumont,-94.101387,30.055032,RES1-1SWB,POINT (-94.101387 30.055032),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,"2 Black alone, Not Hispanic"
B482450024004004H005,482450024004004,482450024004004,482450024004,48245002400,48245.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,13.0,5.0,119303.0,0.0,B482450024004004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932631-86273V4X+3QG-2-2-3-2,1.0,1.0,ST00nsi-482932631-86273V4X+3QG-2-2-3-2AP000000,nsi-482932631-86273V4X+3QG-2-2-3-2,1.0,1.0,Beaumont,-94.10055,30.055181,RES1-1SNB,POINT (-94.10055 30.055181),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,"2 Black alone, Not Hispanic"
B482450024004004H008,482450024004004,482450024004004,482450024004,48245002400,48245.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,11.0,3.0,69602.0,0.0,B482450024004004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932633-86273V4X+3P2-3-2-3-2,1.0,1.0,ST00nsi-482932633-86273V4X+3P2-3-2-3-2AP000000,nsi-482932633-86273V4X+3P2-3-2-3-2,1.0,1.0,Beaumont,-94.100744,30.055132,RES1-1SNB,POINT (-94.100744 30.055132),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,"2 Black alone, Not Hispanic"
B482450024004004H001,482450024004004,482450024004004,482450024004,48245002400,48245.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,21239.0,0.0,B482450024004004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932635-86273V4X+2JP-4-2-3-2,1.0,1.0,ST00nsi-482932635-86273V4X+2JP-4-2-3-2AP000000,nsi-482932635-86273V4X+2JP-4-2-3-2,1.0,1.0,Beaumont,-94.100907,30.055094,RES1-1SNB,POINT (-94.100907 30.055094),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,"1 White alone, Not Hispanic"
B482450024004004H004,482450024004004,482450024004004,482450024004,48245002400,48245.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,15082.0,1.0,B482450024004004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932637-86273V4X+2GP-3-4-3-4,1.0,1.0,ST00nsi-482932637-86273V4X+2GP-3-4-3-4AP000000,nsi-482932637-86273V4X+2GP-3-4-3-4,1.0,1.0,Beaumont,-94.101167,30.05509,RES1-1SNB,POINT (-94.101167 30.05509),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,"2 Black alone, Not Hispanic"
B482450024004004H019,482450024004004,482450024004004,482450024004,48245002400,48245.0,4.0,1.0,7.0,1.0,1.0,0.0,0.0,14.0,5.0,149691.0,0.0,B482450024004004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932639-86273V3X+X8W-4-2-4-3,1.0,1.0,ST00nsi-482932639-86273V3X+X8W-4-2-4-3AP000000,nsi-482932639-86273V3X+X8W-4-2-4-3,1.0,1.0,Beaumont,-94.101673,30.054985,RES1-1SNB,POINT (-94.101673 30.054985),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,"6 Any Race, Hispanic"
B482450024004004H016,482450024004004,482450024004004,482450024004,48245002400,48245.0,4.0,1.0,6.0,1.0,1.0,0.0,0.0,9.0,3.0,49047.0,0.0,B482450024004004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932641-86273V3X+X7M-4-2-3-2,1.0,1.0,ST00nsi-482932641-86273V3X+X7M-4-2-3-2AP000000,nsi-482932641-86273V3X+X7M-4-2-3-2,1.0,1.0,Beaumont,-94.101837,30.05497,RES1-1SNB,POINT (-94.101837 30.05497),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,"6 Any Race, Hispanic"
B482450024004004H017,482450024004004,482450024004004,482450024004,48245002400,48245.0,5.0,1.0,6.0,1.0,1.0,0.0,0.0,9.0,3.0,46931.0,0.0,B482450024004004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932643-86273V3X+X6J-3-2-3-2,1.0,1.0,ST00nsi-482932643-86273V3X+X6J-3-2-3-2AP000000,nsi-482932643-86273V3X+X6J-3-2-3-2,1.0,1.0,Beaumont,-94.101986,30.054958,RES1-1SNB,POINT (-94.101986 30.054958),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,"6 Any Race, Hispanic"
B482450024004004H013,482450024004004,482450024004004,482450024004,48245002400,48245.0,3.0,1.0,6.0,1.0,1.0,0.0,0.0,12.0,4.0,96549.0,0.0,B482450024004004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932645-86273V3X+X37-3-3-3-2,1.0,1.0,ST00nsi-482932645-86273V3X+X37-3-3-3-2AP000000,nsi-482932645-86273V3X+X37-3-3-3-2,1.0,1.0,Beaumont,-94.102313,30.054912,RES1-1SNB,POINT (-94.102313 30.054912),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,"6 Any Race, Hispanic"
B482450024004004H011,482450024004004,482450024004004,482450024004,48245002400,48245.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,7.0,3.0,36244.0,0.0,B482450024004004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932647-86273V3X+X22-2-3-2-2,1.0,1.0,ST00nsi-482932647-86273V3X+X22-2-3-2-2AP000000,nsi-482932647-86273V3X+X22-2-3-2-2,1.0,1.0,Beaumont,-94.102473,30.054885,RES1-1SNB,POINT (-94.102473 30.054885),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,"2 Black alone, Not Hispanic"
B482450024004004H007,482450024004004,482450024004004,482450024004,48245002400,48245.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,3370.0,1.0,B482450024004004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932649-86273V3X+VQ3-5-4-3-5,1.0,1.0,ST00nsi-482932649-86273V3X+VQ3-5-4-3-5AP000000,nsi-482932649-86273V3X+VQ3-5-4-3-5,1.0,1.0,Beaumont,-94.100583,30.054643,RES1-1SNB,POINT (-94.100583 30.054643),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,"2 Black alone, Not Hispanic"
B482450024004004H014,482450024004004,482450024004004,482450024004,48245002400,48245.0,3.0,1.0,6.0,1.0,1.0,0.0,0.0,14.0,5.0,129232.0,0.0,B482450024004004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932651-86273V3X+RJQ-3-3-2-4,1.0,1.0,ST00nsi-482932651-86273V3X+RJQ-3-3-2-4AP000000,nsi-482932651-86273V3X+RJQ-3-3-2-4,1.0,1.0,Beaumont,-94.100903,30.054592,RES1-1SNB,POINT (-94.100903 30.054592),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,"6 Any Race, Hispanic"
B482450024004004H003,482450024004004,482450024004004,482450024004,48245002400,48245.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,8.0,3.0,42192.0,0.0,B482450024004004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932654-86273V3X+RFH-3-4-2-4,1.0,1.0,ST00nsi-482932654-86273V3X+RFH-3-4-2-4AP000000,nsi-482932654-86273V3X+RFH-3-4-2-4,1.0,1.0,Beaumont,-94.101264,30.054571,RES1-1SNB,POINT (-94.101264 30.054571),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,"1 White alone, Not Hispanic"
B482450024004004H002,482450024004004,482450024004004,482450024004,48245002400,48245.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,8.0,3.0,43965.0,0.0,B482450024004004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932656-86273V3X+R89-3-2-3-2,1.0,1.0,ST00nsi-482932656-86273V3X+R89-3-2-3-2AP000000,nsi-482932656-86273V3X+R89-3-2-3-2,1.0,1.0,Beaumont,-94.101647,30.054538,RES1-1SNB,POINT (-94.101647 30.054538),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,"1 White alone, Not Hispanic"
B482450024004004H009,482450024004004,482450024004004,482450024004,48245002400,48245.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,13.0,5.0,103173.0,0.0,B482450024004004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932658-86273V3X+R79-2-1-2-2,1.0,1.0,ST00nsi-482932658-86273V3X+R79-2-1-2-2AP000000,nsi-482932658-86273V3X+R79-2-1-2-2,1.0,1.0,Beaumont,-94.101777,30.054537,RES1-1SNB,POINT (-94.101777 30.054537),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,"2 Black alone, Not Hispanic"
B482450024004004H015,482450024004004,482450024004004,482450024004,48245002400,48245.0,3.0,1.0,6.0,1.0,1.0,0.0,0.0,9.0,3.0,46596.0,0.0,B482450024004004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932660-86273V3X+Q6X-3-1-3-2,1.0,1.0,ST00nsi-482932660-86273V3X+Q6X-3-1-3-2AP000000,nsi-482932660-86273V3X+Q6X-3-1-3-2,1.0,1.0,Beaumont,-94.101898,30.054484,RES1-1SNB,POINT (-94.101898 30.054484),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,"6 Any Race, Hispanic"
B482450024004004H012,482450024004004,482450024004004,482450024004,48245002400,48245.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,11.0,3.0,73450.0,0.0,B482450024004004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932662-86273V3X+Q4M-3-2-3-2,1.0,1.0,ST00nsi-482932662-86273V3X+Q4M-3-2-3-2AP000000,nsi-482932662-86273V3X+Q4M-3-2-3-2,1.0,1.0,Beaumont,-94.10221,30.05447,RES1-1SNB,POINT (-94.10221 30.05447),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,"2 Black alone, Not Hispanic"
B482450024004004H018,482450024004004,482450024004004,482450024004,48245002400,48245.0,5.0,1.0,6.0,1.0,1.0,0.0,0.0,5.0,3.0,29843.0,1.0,B482450024004004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932664-86273V3X+Q3C-2-2-3-2,1.0,1.0,ST00nsi-482932664-86273V3X+Q3C-2-2-3-2AP000000,nsi-482932664-86273V3X+Q3C-2-2-3-2,1.0,1.0,Beaumont,-94.102357,30.054427,RES1-1SNB,POINT (-94.102357 30.054427),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,"6 Any Race, Hispanic"
B482450024004004H010,482450024004004,482450024004004,482450024004,48245002400,48245.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,7.0,3.0,35409.0,0.0,B482450024004004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932666-86273V3X+Q5R-2-2-1-1,1.0,1.0,ST00nsi-482932666-86273V3X+Q5R-2-2-1-1AP000000,nsi-482932666-86273V3X+Q5R-2-2-1-1,1.0,1.0,Beaumont,-94.102098,30.054495,RES1-1SNB,POINT (-94.102098 30.054495),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,"2 Black alone, Not Hispanic"
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482932675-86273VFX+569-7-6-7-5,,,,,,REL1,POINT (-94.101878 30.072912),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2802902,
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482932677-86273VFX+43H-4-3-3-3,,,,,,REL1,POINT (-94.102262 30.072814),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2802902,
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482932679-86273VFW+6W2-7-7-7-6,,,,,,IND2,POINT (-94.102722 30.073012),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2802902,
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482932681-86273VFW+6W2-7-7-7-6,,,,,,IND6,POINT (-94.102722 30.073012),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2802902,
B482450019001004H001,482450019001004,482450019001004,482450019001,48245001900,48245.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,3.0,28227.0,0.0,B482450019001004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932683-86273VFX+752-2-2-3-2,1.0,1.0,ST00nsi-482932683-86273VFX+752-2-2-3-2AP000000,nsi-482932683-86273VFX+752-2-2-3-2,1.0,1.0,Beaumont,-94.102112,30.073134,RES1-2SNB,POINT (-94.102112 30.073134),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2802902,"2 Black alone, Not Hispanic"
B482450020001025H010,482450020001025,482450020001025,482450020001,48245002000,48245.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,10.0,3.0,50610.0,0.0,B482450020001025,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932689-86273V4X+Q5R-5-2-5-2,1.0,1.0,ST00nsi-482932689-86273V4X+Q5R-5-2-5-2AP000000,nsi-482932689-86273V4X+Q5R-5-2-5-2,1.0,1.0,Beaumont,-94.102113,30.056986,RES1-1SNB,POINT (-94.102113 30.056986),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2814579,"2 Black alone, Not Hispanic"
B482450020001025H007,482450020001025,482450020001025,482450020001,48245002000,48245.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,16.0,5.0,204458.0,0.0,B482450020001025,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932691-86273V5W+5W3-2-4-2-4,1.0,1.0,ST00nsi-482932691-86273V5W+5W3-2-4-2-4AP000000,nsi-482932691-86273V5W+5W3-2-4-2-4,1.0,1.0,Beaumont,-94.102715,30.057889,RES1-1SNB,POINT (-94.102715 30.057889),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2814579,"2 Black alone, Not Hispanic"
B482450020001025H016,482450020001025,482450020001025,482450020001,48245002000,48245.0,3.0,1.0,6.0,1.0,1.0,0.0,0.0,9.0,3.0,49804.0,0.0,B482450020001025,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932693-86273V5X+44W-2-3-2-3,1.0,1.0,ST00nsi-482932693-86273V5X+44W-2-3-2-3AP000000,nsi-482932693-86273V5X+44W-2-3-2-3,1.0,1.0,Beaumont,-94.102158,30.057874,RES1-1SNB,POINT (-94.102158 30.057874),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2814579,"6 Any Race, Hispanic"
B482450020001025H011,482450020001025,482450020001025,482450020001,48245002000,48245.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,9.0,3.0,48670.0,0.0,B482450020001025,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482932695-86273V5W+3VX-2-3-1-2,1.0,1.0,ST00nsi-482932695-86273V5W+3VX-2-3-1-2AP000000,nsi-482932695-86273V5W+3VX-2-3-1-2,1.0,1.0,Beaumont,-94.102759,30.05775,RES1-2SNB,POINT (-94.102759 30.05775),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2814579,"2 Black alone, Not Hispanic"
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482932697-86273V5X+34H-2-2-3-2,,,,,,RES1-1SNB,POINT (-94.102126 30.057684),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2814579,
